experiment,image,backend,scale_px_per_mm,status,n_gt_px,n_auto_px,under_px,over_px,under_cov_frac,over_cov_frac,patch_area_err_pct,dice,iou,area_gt_mm2,area_auto_mm2,area_rel_err,cri_lambda3,under_cov_mm2,over_cov_mm2,hausdorff_mm,avg_surf_dist_mm,perimeter_gt_mm,perimeter_auto_mm,compactness_gt,compactness_auto,bbox_gt_major_mm,bbox_gt_minor_mm,bbox_auto_major_mm,bbox_auto_minor_mm,aspect_ratio_gt,aspect_ratio_auto,bbox_auto_x_mm,bbox_auto_y_mm,signed_area_err_pct,under_pct,over_pct,is_outlier
A,case_040,Watershed,,ok,1857.0,1576.0,322.0,41.0,0.173398,0.022079,15.13,0.8943,0.8087,1857.0,1576.0,0.1513,0.5423,,,5.25,1.961,145.95,140.43,1.0955,1.0042,47.94,45.04,48.24,43.31,0.9396,0.8977,48.24,43.31,-15.131933225632741,17.3398,2.2079,False
A,case_041,SAM,,ok,582.0,534.0,55.0,7.0,0.094502,0.012027,8.25,0.9444,0.8947,582.0,534.0,0.0825,0.2955,,,1.823,0.717,77.19,73.28,1.2274,1.2498,27.45,21.57,25.79,20.76,0.7859,0.8049,20.76,25.79,-8.24742268041237,9.4502,1.2026999999999999,False
A,case_041,GrabCut,,ok,582.0,607.0,36.0,61.0,0.061856,0.104811,4.3,0.9184,0.8491,582.0,607.0,0.043,0.2904,,,3.381,1.608,77.19,84.25,1.2274,1.0745,27.45,21.57,28.64,24.98,0.7859,0.8722,24.98,28.64,4.29553264604811,6.1856,10.4811,False
A,case_042,SAM,,ok,1266.0,1263.0,133.0,130.0,0.105055,0.102686,0.24,0.896,0.8116,1266.0,1263.0,0.0024,0.4179,,,4.478,2.267,124.37,121.56,1.0285,1.0742,45.54,33.25,43.42,33.75,0.7302,0.7772,43.42,33.75,-0.23696682464454977,10.5055,10.2686,False
A,case_042,GrabCut,,ok,1266.0,1288.0,48.0,70.0,0.037915,0.055292,1.74,0.9538,0.9117,1266.0,1288.0,0.0174,0.169,,,2.264,0.877,124.37,120.37,1.0285,1.1172,45.54,33.25,42.49,33.96,0.7302,0.7993,42.49,33.96,1.7377567140600316,3.7914999999999996,5.5292,False
A,case_042,Watershed,,ok,1266.0,1116.0,181.0,31.0,0.14297,0.024487,11.85,0.911,0.8365,1266.0,1116.0,0.1185,0.4534,,,6.004,1.637,124.37,119.04,1.0285,0.9897,45.54,33.25,44.44,32.15,0.7302,0.7236,44.44,32.15,-11.848341232227488,14.297,2.4486999999999997,False
A,case_043,SAM,,ok,864.0,817.0,54.0,7.0,0.0625,0.008102,5.44,0.9637,0.93,864.0,817.0,0.0544,0.1956,,,1.119,0.627,98.49,94.55,1.1194,1.1485,33.08,30.31,31.82,29.07,0.9162,0.9137,29.07,31.82,-5.439814814814815,6.25,0.8102,False
A,case_043,GrabCut,,ok,864.0,824.0,43.0,3.0,0.049769,0.003472,4.63,0.9727,0.9469,864.0,824.0,0.0463,0.1528,,,0.994,0.546,98.49,95.13,1.1194,1.1443,33.08,30.31,31.57,29.68,0.9162,0.9399,29.68,31.57,-4.62962962962963,4.9769,0.3472,False
A,case_043,Watershed,,ok,864.0,772.0,92.0,0.0,0.106481,0.0,10.65,0.9438,0.8935,864.0,772.0,0.1065,0.3194,,,1.363,0.997,98.49,92.63,1.1194,1.1307,33.08,30.31,31.05,28.78,0.9162,0.9267,28.78,31.05,-10.648148148148149,10.648100000000001,0.0,False
A,case_044,SAM,,ok,4286.0,4056.0,314.0,84.0,0.073262,0.019599,5.37,0.9523,0.9089,4286.0,4056.0,0.0537,0.2394,,,5.068,1.715,242.57,231.25,0.9154,0.9531,89.06,63.66,82.95,63.34,0.7148,0.7636,82.95,63.34,-5.36630891273915,7.326199999999999,1.9598999999999998,False
A,case_044,GrabCut,,ok,4286.0,3785.0,683.0,182.0,0.159356,0.042464,11.69,0.8928,0.8064,4286.0,3785.0,0.1169,0.5205,,,8.756,3.608,242.57,227.44,0.9154,0.9195,89.06,63.66,84.51,62.67,0.7148,0.7416,84.51,62.67,-11.68922071861876,15.935599999999999,4.2464,False
A,case_044,Watershed,,ok,4286.0,3672.0,750.0,136.0,0.174988,0.031731,14.33,0.8887,0.7996,4286.0,3672.0,0.1433,0.5567,,,6.805,3.311,242.57,226.91,0.9154,0.8962,89.06,63.66,82.89,61.02,0.7148,0.7362,82.89,61.02,-14.325711619225384,17.4988,3.1731000000000003,False
A,case_045,SAM,,ok,4963.0,4762.0,347.0,146.0,0.069917,0.029418,4.05,0.9493,0.9035,4963.0,4762.0,0.0405,0.2392,,,4.572,1.982,262.23,250.86,0.9069,0.9509,94.84,70.75,93.16,67.41,0.746,0.7236,67.41,93.16,-4.049969776344953,6.991700000000001,2.9417999999999997,False
A,case_045,GrabCut,,ok,4963.0,4423.0,577.0,37.0,0.11626,0.007455,10.88,0.9346,0.8772,4963.0,4423.0,0.1088,0.3562,,,4.929,2.122,262.23,246.55,0.9069,0.9143,94.84,70.75,91.02,68.47,0.746,0.7522,68.47,91.02,-10.88051581704614,11.626,0.7454999999999999,False
A,case_045,Watershed,,ok,4963.0,4162.0,830.0,29.0,0.167238,0.005843,16.14,0.9059,0.8279,4963.0,4162.0,0.1614,0.5076,,,6.619,3.142,262.23,240.58,0.9069,0.9036,94.84,70.75,89.07,65.99,0.746,0.741,65.99,89.07,-16.13943179528511,16.7238,0.5843,False
A,case_046,SAM,,ok,3400.0,3557.0,71.0,228.0,0.020882,0.067059,4.62,0.957,0.9176,3400.0,3557.0,0.0462,0.1297,,,3.522,1.216,207.59,211.12,0.9915,1.0029,72.53,62.17,73.13,63.98,0.8572,0.8749,63.98,73.13,4.617647058823529,2.0882,6.7059,False
A,case_046,GrabCut,,ok,3400.0,3363.0,194.0,157.0,0.057059,0.046176,1.09,0.9481,0.9013,3400.0,3363.0,0.0109,0.2174,,,2.864,1.351,207.59,207.42,0.9915,0.9823,72.53,62.17,72.86,62.93,0.8572,0.8637,62.93,72.86,-1.088235294117647,5.7059,4.6176,False
A,case_046,Watershed,,ok,3400.0,2921.0,507.0,28.0,0.149118,0.008235,14.09,0.9154,0.8439,3400.0,2921.0,0.1409,0.4556,,,6.515,2.475,207.59,199.86,0.9915,0.919,72.53,62.17,68.83,60.21,0.8572,0.8747,60.21,68.83,-14.088235294117645,14.9118,0.8234999999999999,False
A,case_047,SAM,,ok,933.0,823.0,116.0,6.0,0.12433,0.006431,11.79,0.9305,0.8701,933.0,823.0,0.1179,0.3794,,,3.507,1.469,106.99,97.33,1.0243,1.0917,37.32,30.8,34.39,27.52,0.8251,0.8003,27.52,34.39,-11.789924973204716,12.433,0.6431,False
A,case_047,GrabCut,,ok,933.0,928.0,67.0,62.0,0.071811,0.066452,0.54,0.9307,0.8704,933.0,928.0,0.0054,0.2819,,,3.959,1.404,106.99,108.26,1.0243,0.995,37.32,30.8,39.81,28.76,0.8251,0.7225,28.76,39.81,-0.5359056806002144,7.1811,6.6452,False
A,case_048,SAM,,ok,4869.0,4759.0,246.0,136.0,0.050524,0.027932,2.26,0.9603,0.9237,4869.0,4759.0,0.0226,0.1795,,,3.132,1.539,256.77,250.08,0.928,0.9562,92.04,69.14,89.9,69.54,0.7512,0.7735,69.54,89.9,-2.259190798932019,5.0524,2.7931999999999997,False
A,case_048,GrabCut,,ok,4869.0,4434.0,472.0,37.0,0.09694,0.007599,8.93,0.9453,0.8962,4869.0,4434.0,0.0893,0.2984,,,4.144,1.912,256.77,247.32,0.928,0.9109,92.04,69.14,90.46,65.77,0.7512,0.727,65.77,90.46,-8.93407270486753,9.693999999999999,0.7599,False
A,case_048,Watershed,,ok,4869.0,4056.0,838.0,25.0,0.172109,0.005135,16.7,0.9033,0.8237,4869.0,4056.0,0.167,0.5215,,,6.679,3.204,256.77,245.16,0.928,0.848,92.04,69.14,93.12,63.13,0.7512,0.6779,63.13,93.12,-16.69747381392483,17.210900000000002,0.5135,False
A,case_049,SAM,,ok,5268.0,5013.0,311.0,56.0,0.059036,0.01063,4.84,0.9643,0.9311,5268.0,5013.0,0.0484,0.1877,,,2.585,1.151,264.76,258.29,0.9444,0.9442,95.73,74.85,93.39,71.76,0.7818,0.7684,71.76,93.39,-4.840546697038724,5.9036,1.0630000000000002,False
A,case_049,GrabCut,,ok,5268.0,4934.0,422.0,88.0,0.080106,0.016705,6.34,0.95,0.9048,5268.0,4934.0,0.0634,0.257,,,5.478,1.576,264.76,260.11,0.9444,0.9165,95.73,74.85,93.87,71.93,0.7818,0.7663,71.93,93.87,-6.340167046317388,8.0106,1.6705,False
A,case_049,Watershed,,ok,5268.0,4746.0,570.0,48.0,0.1082,0.009112,9.91,0.9383,0.8837,5268.0,4746.0,0.0991,0.3337,,,6.437,2.125,264.76,253.5,0.9444,0.9281,95.73,74.85,91.73,71.16,0.7818,0.7758,71.16,91.73,-9.90888382687927,10.82,0.9112,False
A,case_050,SAM,,ok,3804.0,3300.0,504.0,0.0,0.132492,0.0,13.25,0.9291,0.8675,3804.0,3300.0,0.1325,0.3975,,,3.82,2.334,216.59,202.89,1.019,1.0074,74.85,63.22,72.6,56.15,0.8446,0.7735,56.15,72.6,-13.249211356466878,13.2492,0.0,False
A,case_050,GrabCut,,ok,3804.0,3749.0,267.0,212.0,0.070189,0.055731,1.45,0.9366,0.8807,3804.0,3749.0,0.0145,0.2663,,,6.116,1.963,216.59,221.88,1.019,0.957,74.85,63.22,76.83,58.37,0.8446,0.7597,58.37,76.83,-1.4458464773922188,7.0189,5.5731,False
A,case_050,Watershed,,ok,3804.0,3428.0,415.0,39.0,0.109096,0.010252,9.88,0.9372,0.8819,3804.0,3428.0,0.0988,0.3375,,,5.131,1.97,216.59,208.61,1.019,0.9899,74.85,63.22,73.57,56.46,0.8446,0.7675,56.46,73.57,-9.884332281808621,10.9096,1.0252000000000001,False
A,case_051,SAM,,ok,3710.0,3604.0,281.0,175.0,0.075741,0.04717,2.86,0.9377,0.8826,3710.0,3604.0,0.0286,0.2744,,,4.17,1.81,232.88,227.75,0.8596,0.8732,93.76,53.22,92.38,51.7,0.5676,0.5596,51.7,92.38,-2.857142857142857,7.5741000000000005,4.717,False
A,case_051,GrabCut,,ok,3710.0,3035.0,706.0,31.0,0.190296,0.008356,18.19,0.8907,0.803,3710.0,3035.0,0.1819,0.5792,,,7.299,3.153,232.88,207.86,0.8596,0.8828,93.76,53.22,83.82,47.98,0.5676,0.5725,47.98,83.82,-18.194070080862534,19.0296,0.8356,False
A,case_051,Watershed,,ok,3710.0,3060.0,693.0,43.0,0.186792,0.01159,17.52,0.8913,0.8039,3710.0,3060.0,0.1752,0.572,,,7.903,2.945,232.88,210.72,0.8596,0.866,93.76,53.22,84.63,50.13,0.5676,0.5924,50.13,84.63,-17.52021563342318,18.6792,1.159,False
A,case_052,SAM,,ok,3140.0,2929.0,258.0,47.0,0.082166,0.014968,6.72,0.9497,0.9043,3140.0,2929.0,0.0672,0.2615,,,3.481,1.176,215.25,208.5,0.8516,0.8467,89.61,45.13,86.62,43.77,0.5036,0.5053,43.77,86.62,-6.719745222929936,8.2166,1.4968000000000001,False
A,case_052,Watershed,,ok,3140.0,2622.0,613.0,95.0,0.195223,0.030255,16.5,0.8771,0.7811,3140.0,2622.0,0.165,0.6159,,,7.38,2.9,215.25,225.41,0.8516,0.6485,89.61,45.13,90.5,48.99,0.5036,0.5413,48.99,90.5,-16.4968152866242,19.5223,3.0255,False
A,case_053,SAM,,ok,5559.0,4930.0,630.0,1.0,0.11333,0.00018,11.31,0.9398,0.8865,5559.0,4930.0,0.1131,0.3402,,,4.711,2.276,276.9,261.96,0.9111,0.9028,107.28,63.1,101.54,60.73,0.5882,0.5981,60.73,101.54,-11.314984709480122,11.333,0.018000000000000002,False
A,case_053,GrabCut,,ok,5559.0,5019.0,599.0,59.0,0.107753,0.010613,9.71,0.9378,0.8829,5559.0,5019.0,0.0971,0.3339,,,5.028,2.361,276.9,264.37,0.9111,0.9024,107.28,63.1,101.97,57.58,0.5882,0.5647,57.58,101.97,-9.713977334052887,10.7753,1.0613,False
A,case_053,Watershed,,ok,5559.0,4638.0,989.0,68.0,0.17791,0.012232,16.57,0.8963,0.8122,5559.0,4638.0,0.1657,0.546,,,7.6,3.686,276.9,265.26,0.9111,0.8283,107.28,63.1,106.0,57.88,0.5882,0.546,57.88,106.0,-16.567728008634646,17.791,1.2232,False
A,case_054,SAM,,ok,4829.0,4291.0,682.0,144.0,0.14123,0.02982,11.14,0.9094,0.8339,4829.0,4291.0,0.1114,0.4535,,,9.5,3.293,260.11,244.15,0.8969,0.9046,95.16,71.49,92.25,64.4,0.7513,0.6981,64.4,92.25,-11.141022986125492,14.123,2.9819999999999998,False
A,case_054,GrabCut,,ok,4829.0,3912.0,938.0,21.0,0.194243,0.004349,18.99,0.8903,0.8023,4829.0,3912.0,0.1899,0.5871,,,8.846,3.687,260.11,234.17,0.8969,0.8965,95.16,71.49,87.98,61.74,0.7513,0.7017,61.74,87.98,-18.98943880720646,19.4243,0.43489999999999995,False
A,case_054,Watershed,,ok,4829.0,3776.0,1099.0,46.0,0.227583,0.009526,21.81,0.8669,0.7651,4829.0,3776.0,0.2181,0.6923,,,8.482,4.057,260.11,239.62,0.8969,0.8264,95.16,71.49,86.67,63.16,0.7513,0.7287,63.16,86.67,-21.805756885483536,22.758300000000002,0.9526,False
A,case_055,SAM,,ok,2046.0,2120.0,30.0,104.0,0.014663,0.050831,3.62,0.9678,0.9377,2046.0,2120.0,0.0362,0.0948,,,1.883,0.826,158.04,160.58,1.0294,1.0332,53.35,47.13,54.26,47.89,0.8835,0.8826,54.26,47.89,3.6168132942326494,1.4663000000000002,5.0831,False
A,case_055,Watershed,,ok,2046.0,2271.0,162.0,387.0,0.079179,0.18915,11.0,0.8728,0.7744,2046.0,2271.0,0.11,0.4267,,,7.228,2.695,158.04,171.62,1.0294,0.9689,53.35,47.13,54.75,52.7,0.8835,0.9624,54.75,52.7,10.997067448680351,7.9178999999999995,18.915000000000003,False
A,case_056,SAM,,ok,2393.0,2434.0,115.0,156.0,0.048057,0.06519,1.71,0.9439,0.8937,2393.0,2434.0,0.0171,0.2094,,,2.009,1.024,178.63,177.05,0.9424,0.9757,61.95,53.68,59.88,52.54,0.8665,0.8775,52.54,59.88,1.7133305474300042,4.8057,6.519,False
A,case_057,SAM,,ok,16624.0,16640.0,530.0,546.0,0.031882,0.032844,0.1,0.9677,0.9373,16624.0,16640.0,0.001,0.1285,,,6.375,2.003,539.24,530.84,0.7184,0.7421,217.48,112.78,214.13,111.35,0.5186,0.52,111.35,214.13,0.0962463907603465,3.1882,3.2843999999999998,False
A,case_057,GrabCut,,ok,16624.0,16691.0,441.0,508.0,0.026528,0.030558,0.4,0.9715,0.9446,16624.0,16691.0,0.004,0.1101,,,4.935,1.749,539.24,532.68,0.7184,0.7392,217.48,112.78,214.06,117.59,0.5186,0.5493,117.59,214.06,0.4030317613089509,2.6528,3.0557999999999996,False
A,case_057,Watershed,,ok,16624.0,16177.0,995.0,548.0,0.059853,0.032964,2.69,0.953,0.9101,16624.0,16177.0,0.0269,0.2125,,,9.267,2.377,539.24,561.41,0.7184,0.645,217.48,112.78,216.85,110.0,0.5186,0.5073,110.0,216.85,-2.6888835418671797,5.9853000000000005,3.2964,False
A,case_058,SAM,,ok,6175.0,6040.0,312.0,177.0,0.050526,0.028664,2.19,0.96,0.923,6175.0,6040.0,0.0219,0.1802,,,3.873,1.386,338.06,326.06,0.679,0.7139,142.56,61.87,138.7,58.68,0.434,0.4231,58.68,138.7,-2.186234817813765,5.0526,2.8664,False
A,case_058,GrabCut,,ok,6175.0,6122.0,381.0,328.0,0.0617,0.053117,0.86,0.9423,0.891,6175.0,6122.0,0.0086,0.2382,,,6.586,1.987,338.06,325.26,0.679,0.7272,142.56,61.87,137.04,59.9,0.434,0.4371,59.9,137.04,-0.8582995951417004,6.17,5.3117,False
A,case_058,Watershed,,ok,6175.0,5756.0,555.0,136.0,0.089879,0.022024,6.79,0.9421,0.8905,6175.0,5756.0,0.0679,0.2917,,,4.471,1.789,338.06,327.73,0.679,0.6735,142.56,61.87,140.22,59.03,0.434,0.421,59.03,140.22,-6.7854251012145745,8.9879,2.2024,False
A,case_059,SAM,,ok,6638.0,6383.0,378.0,123.0,0.056945,0.01853,3.84,0.9615,0.9259,6638.0,6383.0,0.0384,0.1894,,,5.297,1.464,297.83,293.74,0.9404,0.9296,101.92,92.91,101.67,88.4,0.9116,0.8695,101.67,88.4,-3.8415185296776135,5.694500000000001,1.8530000000000002,False
A,case_059,GrabCut,,ok,6638.0,6258.0,449.0,69.0,0.067641,0.010395,5.72,0.9598,0.9228,6638.0,6258.0,0.0572,0.2133,,,5.528,1.69,297.83,291.9,0.9404,0.923,101.92,92.91,102.59,91.13,0.9116,0.8882,102.59,91.13,-5.724615848147032,6.764100000000001,1.0394999999999999,False
A,case_059,Watershed,,ok,6638.0,6086.0,578.0,26.0,0.087074,0.003917,8.32,0.9525,0.9094,6638.0,6086.0,0.0832,0.2651,,,5.069,2.018,297.83,289.67,0.9404,0.9115,101.92,92.91,102.26,90.18,0.9116,0.8819,102.26,90.18,-8.315757758360952,8.7074,0.39170000000000005,False
A,case_060,SAM,,ok,7584.0,8358.0,179.0,953.0,0.023602,0.125659,10.21,0.929,0.8674,7584.0,8358.0,0.1021,0.1965,,,12.105,3.203,359.15,373.75,0.7388,0.7519,129.22,101.35,134.92,101.18,0.7844,0.7499,134.92,101.18,10.205696202531646,2.3602000000000003,12.5659,False
A,case_060,GrabCut,,ok,7584.0,7831.0,454.0,701.0,0.059863,0.092431,3.26,0.9251,0.8606,7584.0,7831.0,0.0326,0.272,,,8.894,3.255,359.15,341.94,0.7388,0.8416,129.22,101.35,122.65,99.0,0.7844,0.8072,122.65,99.0,3.256856540084388,5.9863,9.2431,False
A,case_060,Watershed,,ok,7584.0,8017.0,424.0,857.0,0.055907,0.113001,5.71,0.9179,0.8482,7584.0,8017.0,0.0571,0.2807,,,10.448,3.172,359.15,381.44,0.7388,0.6924,129.22,101.35,135.76,102.54,0.7844,0.7553,135.76,102.54,5.709388185654008,5.5907,11.3001,False
A,case_061,SAM,,ok,10579.0,9699.0,883.0,3.0,0.083467,0.000284,8.32,0.9563,0.9163,10579.0,9699.0,0.0832,0.2507,,,4.812,2.118,433.54,416.62,0.7073,0.7022,183.89,75.95,178.62,71.37,0.413,0.3996,71.37,178.62,-8.31836657529067,8.3467,0.0284,False
A,case_061,GrabCut,,ok,10579.0,10240.0,533.0,194.0,0.050383,0.018338,3.2,0.9651,0.9325,10579.0,10240.0,0.032,0.1695,,,4.131,1.502,433.54,425.51,0.7073,0.7107,183.89,75.95,180.25,76.95,0.413,0.4269,76.95,180.25,-3.204461669344929,5.0383,1.8338,False
A,case_061,Watershed,,ok,10579.0,9843.0,862.0,126.0,0.081482,0.01191,6.96,0.9516,0.9077,10579.0,9843.0,0.0696,0.2564,,,8.554,2.641,433.54,428.62,0.7073,0.6733,183.89,75.95,185.83,77.93,0.413,0.4194,77.93,185.83,-6.957179317515834,8.1482,1.191,False
A,case_062,SAM,,ok,7596.0,7387.0,452.0,243.0,0.059505,0.031991,2.75,0.9536,0.9113,7596.0,7387.0,0.0275,0.2105,,,4.795,1.818,353.44,347.73,0.7641,0.7677,146.66,70.22,144.05,69.72,0.4788,0.484,69.72,144.05,-2.7514481305950502,5.9505,3.1991,False
A,case_062,GrabCut,,ok,7596.0,7370.0,481.0,255.0,0.063323,0.03357,2.98,0.9508,0.9063,7596.0,7370.0,0.0298,0.2235,,,5.468,1.87,353.44,345.09,0.7641,0.7777,146.66,70.22,141.84,68.19,0.4788,0.4808,68.19,141.84,-2.975250131648236,6.3323,3.357,False
A,case_062,Watershed,,ok,7596.0,6995.0,666.0,65.0,0.087678,0.008557,7.91,0.9499,0.9046,7596.0,6995.0,0.0791,0.2716,,,5.01,1.898,353.44,346.45,0.7641,0.7324,146.66,70.22,143.78,66.94,0.4788,0.4655,66.94,143.78,-7.912058978409689,8.767800000000001,0.8557,False
A,case_063,SAM,,ok,6142.0,6171.0,369.0,398.0,0.060078,0.0648,0.47,0.9377,0.8827,6142.0,6171.0,0.0047,0.245,,,6.235,2.598,281.53,280.3,0.9738,0.987,100.05,84.48,98.92,84.25,0.8444,0.8518,84.25,98.92,0.4721589058938457,6.0078,6.4799999999999995,False
A,case_063,GrabCut,,ok,6142.0,5951.0,261.0,70.0,0.042494,0.011397,3.11,0.9726,0.9467,6142.0,5951.0,0.0311,0.1389,,,2.344,0.988,281.53,279.09,0.9738,0.9601,100.05,84.48,99.74,85.64,0.8444,0.8586,85.64,99.74,-3.109736242266363,4.2494,1.1397,False
A,case_063,Watershed,,ok,6142.0,5675.0,508.0,41.0,0.082709,0.006675,7.6,0.9535,0.9112,6142.0,5675.0,0.076,0.2548,,,4.804,1.926,281.53,272.17,0.9738,0.9627,100.05,84.48,97.13,82.46,0.8444,0.849,82.46,97.13,-7.603386519049169,8.270900000000001,0.6675,False
A,case_064,SAM,,ok,2908.0,2596.0,312.0,0.0,0.10729,0.0,10.73,0.9433,0.8927,2908.0,2596.0,0.1073,0.3219,,,3.141,1.726,180.96,170.09,1.116,1.1277,58.84,56.53,55.45,52.99,0.9608,0.9555,52.99,55.45,-10.729023383768913,10.729,0.0,False
A,case_064,GrabCut,,ok,2908.0,2821.0,118.0,31.0,0.040578,0.01066,2.99,0.974,0.9493,2908.0,2821.0,0.0299,0.1324,,,0.795,0.369,180.96,181.29,1.116,1.0786,58.84,56.53,58.24,57.3,0.9608,0.9837,57.3,58.24,-2.9917469050894088,4.0578,1.0659999999999998,False
